numero,publicacao,assunto,classificacao,permanente,situacao,validade,servidores,alteracao,link
CPV.0058,03/30/2023,Trata da nomeação e designação de membros para a comissão eleitoral para a eleição de coordenador (a) do curso técnico em Química Integrado ao Ensino Médio e técnico em química concomitante/subsequente do IFSP Câmpus Capivari,C,T,vigente,31/7/2023,"Érica Maio Taveira Grande;Fernanda Toneli;Bianca de Toledo Chirelli",,https://drive.google.com/file/d/1fLZMa7-Yvo3gz1f-PEX_pqaBDTfmcGhN/view?usp=share_link
CPV.0059,04/03/2023,nomeação e designação de membros para a comissão eleitoral para a eleição de coordenador (a) do curso técnico em Informática e informática para internet Integrado ao Ensino Médio do IFSP Câmpus Capivari,P,P,vigente,31/7/2023,Ademir Geraldo Cavallari Costalonga;Carlos Roberto Paviotti;Thales Souza Oliveira,altera 45/2023,https://drive.google.com/file/d/1yX-C6JdP1NsN112N_Q7y9W64R5IgbRsg/view?usp=share_link
CPV.0060,04/03/2023,"designação de servidor e aprovação do Projeto Institucional de ""Elaboração de materiais didáticos para ensino da área de informática"" do IFSP CPV",P,T,retificada pela portaria 114/2023,12/31/2023,Waldo Luis de Lucca; Vitor Brandi Junior,,https://drive.google.com/file/d/1tl6AYnBZSAUwP9FU1VZh9DuzHmnpUxt7/view?usp=share_link
CPV.0061,04/03/2023,"Aprovação do Projeto Institucional de Curadoria de materiais didáticos para o Curso Superior de Tecnologia (CST) em Processos Gerenciais - EaD para o primeiro semestre letivo de 2023, do IFSP CPV",P,T,vigente,31/7/2023,Valdir Antonio Vitorino Filho;Bruna Carolina Rodrigues da Cunha ;Fernando Cesar Russo Gomes ;Hugo Antonio Lima de Souza; Ina Thomé Picoli; Ivonete Fernandes de Souza;Matheus Carvalho Meira;Meire Ramalho de Oliveira,,https://drive.google.com/file/d/1WbScUHNjzCJH-mn1PEbxQuDnbt-BbEuG/view?usp=share_link
CPV.0062,04/03/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Análise Química Quantitativa AQNP4 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Alexandre Santa Barbara Azevedo,Ademir Geraldo Cavallari Costalonga,Roberto Bineli Muterle,Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1pNgeSlDcjhPRme6u1HaPI_Zg2jU9ON1A/view?usp=share_link
CPV.0063,04/03/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Análise Química Orgânica II (QO2P4) de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Gislaine Vieira Damiani;José Ricardo Turquetti;João Batista de Medeiros;Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1zSV8BJcIA0Lim9y7HelQSX2KwO8Oa4OE/view?usp=share_link
CPV.0064,04/03/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Controle Estatístico de Processo CEPP6 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Valdir Antonio Vitorino Filho;Alexandre Santa Barbara Azevedo;Hugo Antonio Lima de Souza;Beatriz Simonaio Birelli Falco",,https://drive.google.com/file/d/1tVEWoSIrKKbcbyRRfgzV97W6BMfi-so4/view?usp=share_link
CPV.0065,04/03/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Processos Químicos Inorgânicos PQIP3 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"José Ricardo Turquetti;Mayumi Silva Kawamoto;Luís Eduardo Pais dos Santos;Beatriz Simonaio Birelli Falco",,https://drive.google.com/file/d/1Wpq-vpon7sm7vKB0HyKqyHjhxLByaZAQ/view?usp=share_link
CPV.0066,04/03/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Operações Unitárias II OU2P5 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Everton Pereira Barbosa;André Luis de Castro Peixoto;Silvânia Regina Mendes Moreschi;Beatriz Simonaio Birelli Falco",,https://drive.google.com/file/d/1dSXSXeTgP9h31og1gAWndx1rdXXoEq6C/view?usp=share_link
CPV.0067,04/04/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Tecnologia de Petróleo e Biocombustíveis TPBP5 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Ademir Geraldo Cavallari Costalonga;André Luis de Castro Peixoto;Luís Eduardo Pais dos Santos;Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1bu-w9SeKFjhJx6NGl05bgQLXl3LlWW4m/view?usp=share_link
CPV.0068,04/05/2023,Trata da Designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Biotecnologia BITP6 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Alexandre Santa Barbara Azevedo;'Carolina Marocco Corneta;'Gislaine Vieira Damiani;'Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1mK8WzSMBdg_t6IFRtg6Lgd5Po-4EYUhG/view?usp=share_link
CPV.0069,04/05/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Gestão da Qualidade- GEQP6 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Gislaine Vieira Damiani;Valdir Antonio Vitorino Filho;Mayumi Silva Kawamoto;Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1qA2HtAX3ngUQ8Rcwa-3a-R0eMHSzIDwG/view?usp=share_link
CPV.0070,04/05/2023,designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Tecnologia de produção de Álcool e Açúcar TAAP7 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Ademir Geraldo Cavallari Costalonga;Aderbal Almeida Rocha;Fernanda Ortolan;Gianna Andréia Ferreira Gobbi Spadote",,https://drive.google.com/file/d/1epgANxjxSd19KjqBd8ORKFsWXLu44vI8/view?usp=share_link
CPV.0071,04/05/2023,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Normas e Segurança do trabalho - NSTP7 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"José Ricardo Turquetti;Silvânia Regina Mendes Moreschi;Mayumi Silva Kawamoto;Beatriz Simonaio Birelli Falco",,https://drive.google.com/file/d/1TWjVWe4MjlAWd2MdMx8Z4m0kbxQCWJiB/view?usp=share_link
CPV.0072,04/05/2023,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Gestão de Inovação e Empreendedorismo - EMPP7 de Processos Químicos do IFSP CPV,C,T,vigente,Até a entrega do parecer à Coordenação do Curso.,"Everton Pereira Barbosa;Valdir Antonio Vitorino Filho;Meire Ramalho de Oliveira;Beatriz Simonaio Birelli Falco",,https://drive.google.com/file/d/1tVYnn-cv_mtkvB3HwKG5ak6AwaEVTphr/view?usp=share_link
CPV.0073,04/05/2023,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química Integrado ao Ensino Médio do IFSP-Câmpus Capivari.,C,P,vigente,6/17/2023,Maria Elisa de Castro Almeida; Aderbal Almeida Rocha; Alexandre Camargo Maia ;André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco ; Carolina Marocco Corneta; Felipe de Paula Góis Vieira ;Flávio Henrique Ferraresi ;Gianna Andréia Ferreira Gobbi; Spadote; Lorena Faria Docente; Luís Eduardo Pais dos Santos; Roberto Bineli Muterle ;Sheila Pasqualotto;Vanessa Cardoso Paviotti,Altera 16/2023,https://drive.google.com/file/d/1mKDzB1sNGYB_9Xdoutd1NLNycDaWS9yi/view?usp=share_link
CPV.0074,04/05/2023,"Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Administração Integrado ao Ensino Médio, na modalidade Jovens e Adultos - PROEJA do IFSP - Câmpus Capiva",C,P,Alterada pela portaria 133/2023,7/17/2023,"Fernando Cesar Russo  gomes; Ana Karina Cancian Baroni; Alexandre camargo maia; Beatriz Simonaio Birelli Falco; Carlos Roberto Paviotti;Flávio Henrique Ferraresi;Gianna Andréia Ferreira Gobbi Spadote;Gustavo Baptistella Leite da Silva;Hugo Antonio Lima de Souza; Ina Thomé Picoli Ivonete Fernandes de Souza;Josiane Donisete de Moraes Suzuki;Juscelino Pereira de Souza;Meire Ramalho de Oliveira ;Maria Amélia Ferracciú Pagotto;Tatiane de Paula Sudbrack",Altera 127/2022,https://drive.google.com/file/d/1QRbFEw-osJ-HlJ-RW8Q6Z_YjMnVnzwx5/view?usp=share_link
CPV.0075,04/13/2023,Trata da designação de orientadores de estágio curricular do Curso Técnico em Alimentos concomitante/subsequente do IFSP-Câmpus Capivari.,C,P,vigente,Sem mandato expresso,Mayumi Silva Kawamoto,,https://drive.google.com/file/d/1ViiGOpqBiBOVnUFTClqtbIz1-R5pEAzd/view?usp=share_link
CPV.0076,04/13/2023,designação de orientadores de estágio curricular do Curso Técnico em Informática e Técnico em Informática para internet Integrado ao Ensino Médio do IFSP-Câmpus Capivari.,C,P,vigente,Sem mandato expresso,Rafael Wendel Pinheiro,,https://drive.google.com/file/d/1_SMs_OD-zndEENurnBPXUZXpx-oWevfm/view?usp=share_link
CPV.0077,04/17/2023,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química concomitante/subsequente IFSP-Câmpus Capivari.,C,P,vigente,até a formatura da primeira turma do novo currículo do curso a ser proposto.,"Maria Elisa de Castro Almeida,  Aderbal Almeida Rocha ,Alexandre Camargo Maia, Francisco Márcio Barbosa Teixeira, Gislaine Vieira Damiani, Isabel Cristina das Chagas Oliveira, Luís Eduardo Pais dos Santos, Roberto Tadashi Kono, Silvânia Regina Mendes Moreschi, Vanessa Cardoso Paviotti",Altera 212/2021,https://drive.google.com/file/d/16HaTu7zLFBGpT_G_eHFWuJkVPg_l9sGL/view?usp=share_link
CPV.0078,04/19/2023,Designação de fiscais de contrato -Contrato 04.712/2023- Plus Terceirização Ltda,F,T,revogada pela portaria 79/2023,"até o vencimento do contrato e de sua garantia, quando houver.","Luciana Martins Gatti ,Grazielle Nayara Felicio Silva, César Eduardo Armelin , Eduardo Camargo Maia ,Ivana Lopes de Oliveira Arruda, Antonio Carlos da Silva Bomfim",,https://drive.google.com/file/d/1J9q2heL2Iz88HF83BSAxC4nTR-l4OL3A/view?usp=share_link
CPV.0079,04/20/2023,Designação de fiscais de contrato -Contrato 04.712/2023- Plus Terceirização Ltda,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.","Luciana Martins Gatti ,Grazielle Nayara Felicio Silva, César Eduardo Armelin , Eduardo Camargo Maia ,Ivana Lopes de Oliveira Arruda, Antonio Carlos da Silva Bomfim",Revoga 78/2023,https://drive.google.com/file/d/1AexZpPqbkq2JQ8t45T6rXizrLi3yePPF/view?usp=share_link
CPV.0080,04/20/2023,Trata da designação dos membros da Comissão de Relações Internacionais do IFSP – Câmpus Capivar,C,P,vigente,31/12/2023,"Tiago Pellim da Silva;Fernanda Tonelli;Vitor Brandi Junior",,https://drive.google.com/file/d/1pz_-Rf2M2XAoJljmPEin48MPWtLPrQfR/view?usp=share_link
CPV.0081,04/24/2023,Trata da revogação de portarias de fisclização do IFSP CPV,R,P,revogada,,,Revoga 204/2021/ 2011/2021/ 213/2021; 214/2021; 215/2021,https://drive.google.com/file/d/1aRO_QZX0lVfL_q7L1iUlr0S_UagXa5yH/view?usp=share_link
CPV.0082,05/04/2023,Designação de fiscais de contrato -05.712/2023 - Dispensa de Licitação 03.712/2023 - COBRA SAÚDE AMBIENTAL LTDA,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.","Eduardo Camargo Maia ;Antonio Carlos da Silva Bomfim ",,https://drive.google.com/file/d/1Em_dbXRZo3CbLLJX0lp9YZ5MfOQckX-Q/view?usp=share_link
CPV.0083,05/08/2023,Trata da designação dos membros da Comissão Semana da Diversidade do IFSP CPV,,,vigente,7/31/2023,"Bruna Carolina Rodrigues da Cunha;Flávio Henrique Ferraresi;Maria Amélia Ferracciú Pagotto;Valdir Antonio Vitorino Filho",,https://drive.google.com/file/d/1fDdZgU04zfQoaZGv9pzwflRcmbos17JP/view?usp=share_link
CPV.0084,05/08/2023,rata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Alimentos do IFSP - Câmpus Capivari.,,,vigente,7/31/2023,"Alexandre Santa Bárbara Azevedo ;Adria de Souza Bentes;Beatriz Simonaio Birelli Falco;Carolina Marocco Corneta;Fernanda Ortolan ;Gislaine Vieira Damiani;Gustavo Baptistella Leite da Silva ;Grazielle Cristine Elias; Hugo Antonio Lima de Souza ;Luís Eduardo Pais dos Santos ;Mateus Nordi Esperança ;Regiane de Brito Vieira ;Silvânia Regina Mendes Moreschi, Glaucia Stefanie de Toledo e Ana Caroline Silva Ferreira.",altera 93/2022,https://drive.google.com/file/d/1GTXllRsReSsptAH6yctqw0fhwfRxXG-U/view?usp=share_link
CPV.0085,05/08/2023,"instituição e designação do Colegiado de curso de Pós-Graduação ""Lato Sensu"" em Educação em Ciência e Matemática",C,P,vigente,10/5/2024,"Francisco Marcio Barbosa Teixeira; Fabiana Ocampos; Carlos Fernando Barboza da silva;Ana Karina Cancian Baroni; Gianna Andréia Ferreira Gobbi Spadote; Isabel Cristina das chagas oliveira,  Sara Daniela Menez Goncalves Ramos;Edson Jarandia Nunes",ALtera 91/2022,https://drive.google.com/file/d/1NkX7zRK2WmJww3i8MJq5DhyVErsiRdxL/view?usp=share_link
CPV.0086,05/16/2023, Trata da instituição da Comissão Permanente de Atribuição de Valores aos Acervos das Bibliotecas e designação dos membros do IFSP CPV,C,P,vigente,sem mandato expresso,Izabel Maria Barral Teixeira ;Michele Cristina dos Santos ;Osmar Ruy Neto ;Valéria da Silva Martins Poletti,,https://drive.google.com/file/d/1D4Y08XmVDNtr44cboII_xxGxeEOtULu7/view?usp=share_link
CPV.0087,05/16/2023,Trata da Designação da Função de Apoio à Gestão FAG – Coordenador do Curso Técnico em Alimentos concomitante/subsequente do IFSP Câmpus Capivari,C,P,vigente,sem mandato expresso,Alexandre Santa Bárbara de Azevedo,Revoga 129/2022,https://drive.google.com/file/d/1CQgNHe5z7IhmdkGgEGI-1BHRxmGRUy3V/view?usp=share_link
CPV.0088,05/16/2023,"Trata da designação de servidor e aprovação do Projeto Institucional de ""Elaboração de materiais didáticos de Educação Física"" do IFSP CPV",C,T,vigente,31/12/2023,"Irllar Karla dos Santos Diniz",,https://drive.google.com/file/d/1sLZf73VmvT1WK8toQac3f4zC04DW9BWt/view?usp=share_link
CPV.0089,05/16/2023,Trata da designação dos membros da Comissão para Elaboração e Acompanhamento do Projeto Político Pedagógico (PPP) do IFSP - Câmpus Capivari.,C,P,vigente,sem mandato expresso,"Carlos Roberto Paviotti;Beatriz Simonaio Birelli Falco;Carlos Fernando Barboza da Silva;Everton Pereira Barbosa;Gianna Andréia Ferreira Gobbi Spadote;Grazielle Nayara Felício Silva;Isabel Cristina das Chagas Oliveira;Ivana Lopes de Oliveira;Maria Amélia Ferracciú Pagotto;Talita Barbosa Plantcoski Bulgraen",Altera 112/2022,https://drive.google.com/file/d/1yaf7N28dDoyPVRS0joAMMwyESB9V1Mou/view?usp=share_link
CPV.0090,05/19/2023,Trata da instituição e designação do Colegiado de curso de Pós-Graduação Lato Sensu em Tecnologia da Informação e Comunicação na Educação do IFSP- Câmpus Capivari.,C,P,Alterada Pela Portaria 130/2023,19/5/2025,Alexandre Garcia Aguado; Carlos Fernando Barboza da silva;Érica Maio Taveira Grande;Paloma Epprecht e Machado de Campos Chaves;Tiago Pellim da Silva;Gianna Andréia Ferreira Gobbi Spadote;Beatriz Simonaio Birelli Falco;Beatriz Monteiro da Silva Maia;Graciele Alcantara da Silva,,https://drive.google.com/file/d/1kxN58BYov21vWBil0gH9ouD8bK5Zp-Ed/view?usp=drive_link
CPV.0091,05/27/2023, Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática para internet Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,vigente,17/7/2023,"Everton Pereira Barbosa, Alexandre Camargo Maia, André Valente de Barros Barreto, Beatriz Simonaio Birelli Falco, Edivaldo Serafim ,Fernanda Tonelli, Francine Maria Ribeiro, Francisco Marcio Barbosa Teixeira ,Gianna Andréia Ferreira Gobbi Spadote, Gustavo Bapstistella Leite da Silva ,Karlan Ricomini Alves,Maria Amélia Ferracciú Pagotto ,Maria Elisa de Castro Almeida, Roberto Tadashi Kono, Wagner Machado do Amaral;Matheus Carvalho Meira",Altera 114/2022,https://drive.google.com/file/d/1ekJ-Ar2zaGf9zDmw2S8rygGR7x1O3HMU/view?usp=share_link
CPV.0092,05/27/2023,Trata da designação dos membros da Comissão para Avaliação de Atividade Docente – CAAD de Linguagens do IFSP – Câmpus Capivari.,C,P,vigente,5/19/2024,"Fernanda Tonelli;Erica Maio Taveira Grande;Sabrina Espino Prata",Altera 11/2023,https://drive.google.com/file/d/15-DmppWBJ3CJSux5XDW72qQfPZ9ZEAbE/view?usp=share_link
CPV.0093,06/05/2023,Trata da designação dos membros da comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química concomitante/subsequente IFSP-Câmpus Capivari.,C,P,vigente,21/10/2023,"Maria Elisa de Castro Almeida,  Aderbal Almeida Rocha ,Alexandre Camargo Maia, Francisco Márcio Barbosa Teixeira, Gislaine Vieira Damiani, Isabel Cristina das Chagas Oliveira, Luís Eduardo Pais dos Santos, Roberto Tadashi Kono, Silvânia Regina Mendes Moreschi, Vanessa Cardoso Paviotti, Fernando José do Nascimento Filho, Larissa Grazieli Almeida Gobi",Altera 77/2023,https://drive.google.com/file/d/1kuDTkVL4ZYGF5Iy34hhEZwf5UNDOY3J0/view?usp=share_link
CPV.0094,06/05/2023,Designação de fiscais de contrato -06.712/2023 - AUTO VIAÇÃO MM SOUZA TURISMO LTDA ,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.","Fernando Cesar Russo Gomes, Maria Elisa de Castro Almeida",,https://drive.google.com/file/d/11R_CjWd6bpoqj2UOJ1PSCBwCJWWK_-N1/view?usp=share_link
CPV.0095,06/13/2023,Trata da designação dos membros da Equipe Local de Formação Continuada dos Professores e de Profissionais da Área Pedagógica do IFSP – Câmpus Capivari.,C,P,vigente,sem mandato expresso,"Everton Pereira Barbosa;Gianna Andréia Ferreira Gobbi Spadote;Isabel Cristina das Chagas Oliveira;Mateus Carvalho Meira",Altera 31/2023,https://drive.google.com/file/d/1p5Q_p7TE11mtJ8OgM5IojjbEtJgzL3Vo/view?usp=drive_link
CPV.0096,06/13/2023,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Alimentos do IFSP - Câmpus Capivari.,C,P,vigente,"até a formatura da primeira turma docurso","Alexandre Santa Bárbara Azevedo ;Adria de Souza Bentes;Beatriz Simonaio Birelli Falco;Carolina Marocco Corneta;Fernanda Ortolan ;Gislaine Vieira Damiani;Gustavo Baptistella Leite da Silva ;Grazielle Cristine Elias; Hugo Antonio Lima de Souza ;Luís Eduardo Pais dos Santos ;Mateus Nordi Esperança ;Regiane de Brito Vieira ;Silvânia Regina Mendes Moreschi, Glaucia Stefanie de Toledo e Ana Caroline Silva Ferreira, isabel cristina das chagas oliveira",Altera 84/2023,https://drive.google.com/file/d/1aZ1IfeKoME5OBtUYG-gRUmGeqL2Rw23P/view?usp=drive_link
CPV.0097,06/13/2023,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Programação para Dispositivos Móveis de Análise e Desenvolvimento de Sistemas do IFSP – Câmpus CPV,C,T,vigente,"Até a entrega do parecer à Coordenação do Curso","Bruna Carolina Rodrigues da Cunha;Beatriz Simonaio Birelli Falco;Caio Hamamura;Wagner Machado do Amaral",,https://drive.google.com/file/d/161gmIOYhe87r-2GMvcWezSHh1FBSvJma/view?usp=drive_link
CPV.0098,06/15/2023,Trata da designação dos membros da Comissão Local da Estatuinte do IFSP - Câmpus Capivari,C,P,vigente,12/31/2023,"Everton Pereira Barbosa;Fernanda Tonelli;Maria Amélia Ferracciú Pagotto;Francine Maria Ribeiro;Grazielle Nayara Felício Silva ",,https://drive.google.com/file/d/1310eoaDhVopnZv0xaFhGOaXQ4Bt0vMtQ/view?usp=drive_link
CPV.0099,06/15/2023,rata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Recursos Humanos concomitante/subsequente Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,vigente,"até a formatura da primeira turma do curso.","Hugo Antonio Lima de Souza;Alexandre Camargo Maia; Ana Karina Cancian Baroni ;Beatriz Simonaio Birelli Falco;Fernando Cesar Russo Gomes ;Gustavo Baptistella Leite da Silva ;Helen Gláucia Stefanelli ;Ivonete Fernandes de Souza ;Juscelino Pereira de Souza;Valdir Antonio Vitorino Filho,  Ina Thomé Picoli e Meire Ramalho de Oliveira.",Altera 102/2022,https://drive.google.com/file/d/1bJyl73DNs2Fkz6vm4aEQpfIwbmOIADiI/view?usp=drive_link
CPV.0100,06/26/2023,"composição do Comitê de Pesquisa, Inovação e Pós-Graduação (COMPESQ) do IFSP-Câmpus Capivari.d",C,P,vigente,26/6/2025,"Alexandre Camargo Maia, Érica Maio Taveira Grande, Fabiana Bigaton Tonin, Gislaine Vieira Damiani, Rafael Fernando Diorio, Silvania Regina Mendes Moreschi, Aderbal Almeida Rocha, Ivonete Fernandes de Souza, Andre Valente de Barros Barreto, Maria Amélia Ferracciú Pagotto",,https://drive.google.com/file/d/12aR7J5EUm999z-mxw2SXFoAZJxCtJS2U/view?usp=drive_link
CPV.0101,06/26/2023,Trata da designação dos membros da Comissão Organizadora do I Seminário de Pós Graduação do IFSP Campus Capivari.,C,T,vigente,31/12/2023,"Alexandre Garcia Aguado, Beatriz Monteiro da Silva Maia, Denise Lezdkalns, Érica Maio Taveira Grande, Fabiana Bigaton Tonin, Fernanda Tonelli, Francisco Marcio Barbosa Teixeira, Ivana Lopes de Oliveira Arruda, Paloma Epprecht e Machado de Campos Chaves, Tiago Pellim da Silva",,https://drive.google.com/file/d/1GMk6KWqI0MuClSkHobsJL8EIZGRJ6pF7/view?usp=drive_link
CPV.0102,06/26/2023,Trata da Designação dos membros da Brigada de Incêndio do IFSP – Câmpus Capivari.,C,P,alterada pela portaria 116/2023,sem mandato expresso,Roberto Tadashi Kono; Cleidson Santiago de Oliveira;Aderbal Almeida Rocha;Alexandre Camargo Maia;Alexandre Santa Bárbara de Azevedo;Ana Carla Dantas Midões;Ana Karina Cancian Baroni;André Valente de Barros Barreto;Antonio Carlos da Silva Bomfim;Carolina Marocco Corneta;Caio Hamamura;Daniel Ramos de Souza;Eduardo Camargo Maia;Elielma de Araújo Prazeres;Fernando César Russo Gomes;Flavio Henrique Ferraresi;Gianna Andréia Ferreira Gobbi Spadote;Gustavo Baptistella Leite da Silva;João Batista de Medeiros;Ina Thomé Picoli;Izabel Maria Barral Teixeira;Luís Eduardo Pais dos Santos;Maria Elisa de Castro Almeida;Maria Heloísa Saraiva Vicente;Maria Ivete Pavan;Mayumi Silva Kawamoto;Osmar Ruy Neto;Tiago José Berg;Valdir Antonio Vitorino Filho;Wagner Machado do Amaral;Washington Ernando Pereira Benício;Zenilton José da Rocha,Altera 17/2023,https://drive.google.com/file/d/1rXBSSEIC74wYY7KVWPinqWxqQy_GVmt7/view?usp=drive_link
CPV.0103,06/26/2023,rata da designação dos membros do Núcleo Docente Estruturante - NDE do Curso de Tecnologia em Análise e desenvolvimento de Sistemas do IFSP Capivari.,C,P,Alterada pela portaria 106/2023,8/4/2024,"Bruna Carolina Rodrigues da Cunha;Fernando César Russo Gomes;Mateus Nordi Esperança;Rafael Wendel Pinheiro;Waldo Luis de Lucca;Wagner Machado do Amaral;Adriana Morais da Silva ",Altera 39/2022,https://drive.google.com/file/d/145KBoyUVjLEavyoYHW3wZK8GOxFw7m21/view?usp=drive_link
CPV.0104,06/26/2023,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina de Projetos de Sistemas 2 (PS2A6) de ADS do IFSP CPV,C,T,vigente,"Até a entrega do parecer à Coordenação do Curso.","Waldo Luis de Lucca;Gianna Andréia Ferreira Gobbi Spadote;Matheus de Carvalho Meira;Vitor Brandi Junior",,https://drive.google.com/file/d/1YZWG39gxZMauD6FWU0B60Jttfh37m2XS/view?usp=drive_link
CPV.0105,06/27/2023,Trata da designação dos membros da Subcomissão de Avaliação de Documentos-SubCOPAD do IFSP-Câmpus Capivari.,C,P,vigente,6/27/2025,Grazielle Cristine Elias; Michele Cristina dos Santos,Altera 135/2021,https://drive.google.com/file/d/100kbPZj0xLoicz2rhRH21O5rNalv-mHx/view?usp=drive_link
CPV.0106,06/27/2023, Trata da designação dos membros do Núcleo Docente Estruturante - NDE do Curso de Tecnologia em Análise e desenvolvimento de Sistemas do IFSP Capivari.,C,P,vigente,"Bruna Carolina Rodrigues da Cunha, Fernando César Russo Gomes e Adriana Morais da Silva, se encerra em 08 de abril de 2024. Waldo Luis de Lucca se encerra em 08 de abril de 2025. Wagner Machado do Amaral e Rafael Wendel Pinheiro se encerra em 16 de junho de 2026.","Bruna Carolina Rodrigues da Cunha;Fernando César Russo Gomes;Matheus Carvalho Meira;Rafael Wendel Pinheiro;Waldo Luis de Lucca;Wagner Machado do Amaral;Adriana da silva Belon",Altera 103/2023,https://drive.google.com/file/d/1RXGUI5mgkTezSnWSPGNvw4guhmqIH6Vw/view?usp=drive_link
CPV.0107,07/04/2023,Trata da Instituição e Designação de membros da Comissão para o reconhecimento de saberes e competências - RESAB referente a disciplina de TLB - Tecnicas de Laboratorio do curso técnico em Química c/S do IFSP CPV,C,T,vigente,7/31/2023,"Gislaine Vieira Damiani,Gianna Andréia Ferreira,João Batista de Medeiros ,Maria Elisa de Castro Almeida ",,https://drive.google.com/file/d/1fZoiBp9UbwazcNLK1qnC9PuSaQgTZ0nm/view?usp=drive_link
CPV.0108,07/06/2023,Designação de fiscais de contrato -02.712/2022 - Pregão 04.712/2022 - BRIGHT TELECOM EIRELI,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.","Lucas Bonetti, Larissa Carvalho Alves",,https://drive.google.com/file/d/1offhnazdo4eUTJEk3ujQl4JJt7d_MJss/view?usp=drive_link
CPV.0109,07/06/2023, Trata da designação dos membros da Comissão Organizadora do I Seminário de Pós Graduação do IFSP Campus Capivari.,C,T,vigente,31/12/2023,"Tiago Pellim da Silva, Alexandre Garcia Aguado, Beatriz Monteiro da Silva Maia, Denise Lezdkalns, Érica Maio Taveira Grande, Fabiana Bigaton Tonin, Fernanda Tonelli, Francisco Marcio Barbosa Teixeira, Ivana Lopes de Oliveira Arruda, Paloma Epprecht e Machado de Campos Chaves, Tiago Pellim da Silva",Altera 101/2023,https://drive.google.com/file/d/1P-bbT72v-0VFQCEstvzaICac1lh0wtKo/view?usp=drive_link
